ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Registration Year,Insurance_Type,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Mileage kmpl,Engine CC,seater,City
Petrol,Hatchback,19000,Manual,1,Maruti,Maruti Celerio X,2018,ZXI BSIV,42500.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.63,998,,Kolkata
Diesel,SUV,86331,Automatic,2,Audi,Audi Q5,2014,2.0 TDI,110000.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,12.8,1968,5.0,Kolkata
Diesel,SUV,15215,Automatic,1,Land Rover,Land Rover Range Rover Evoque,2021,2.0 R-Dynamic SE Diesel,620000.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Speakers Front,1997.0,246.74,,Kolkata
Diesel,Sedan,5700,Automatic,2,BMW,BMW 5 Series,2022,520d Luxury Line,579900.0,2022,Third Party insurance,Power Steering,Air Quality Control,Heater,Adjustable Steering,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,20.37,1995,5.0,Kolkata
Petrol,SUV,22887,Automatic,1,Mahindra,Mahindra XUV700,2022,AX5 AT BSVI,195000.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Adjustable Steering,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,1999.0,197.13,,Kolkata
Petrol,Hatchback,10000,Manual,1,Tata,Tata Tiago,2022,XT Limited Edition,58000.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,20.09,1199,,Kolkata
Petrol,SUV,4603,Manual,1,Tata,Tata Nexon,2021,XZ Plus BSVI,89000.0,2021,Zero Dep,Power Steering,Power Windows Front,Air Conditioner,Heater,Power Adjustable Exterior Rear View Mirror,Electric Folding Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,17.33,1199,5.0,Kolkata
Petrol,Hatchback,7291,Manual,1,Maruti,Maruti Celerio,2022,ZXI Plus,62600.0,2022,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,24.97,998,5.0,Kolkata
Petrol,Hatchback,2179,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Asta,75300.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,20.7,1197,5.0,Kolkata
Petrol,Hatchback,26226,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Magna BSIV,35500.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Speakers Front,18.9,1197,,Kolkata
Diesel,Hatchback,35000,Manual,1,Volkswagen,Volkswagen Polo,2016,1.5 TDI Highline,39900.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.14,1498,5.0,Kolkata
Petrol,Hatchback,24622,Manual,3,Hyundai,Hyundai EON,2014,Era Plus,20900.0,2014,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Driver Air Bag,,21.1,814,,Kolkata
Diesel,Sedan,60000,Manual,1,Mahindra Renault,Mahindra Renault Logan,2009,1.5 DLE Diesel,12500.0,2009,Third Party insurance,Power Steering,Remote Fuel Lid Opener,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Child Safety Locks,Anti Theft Alarm,,19.2,1461,5.0,Kolkata
Petrol,Hatchback,37647,Manual,1,Hyundai,Hyundai i10,2011,Sportz,19900.0,2011,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,Cd Player,20.36,1197,5.0,Kolkata
Diesel,SUV,57321,Manual,1,Renault,Renault Duster,2014,85PS Diesel RxE,35400.0,2014,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,,20.45,1461,5.0,Kolkata
Diesel,MUV,67020,Automatic,1,Tata,Tata Hexa,2017,XTA,72500.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,17.6,2179,7.0,Kolkata
Petrol,SUV,20000,Automatic,1,Renault,Renault Kiger,2022,RXZ Turbo CVT,105000.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,18.24,999,5.0,Kolkata
Diesel,SUV,65000,Manual,1,Hyundai,Hyundai Creta,2015,1.6 CRDi Anniversary Edition,50000.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,19.67,1582,5.0,Kolkata
Petrol,SUV,60000,Manual,1,Hyundai,Hyundai Creta,2015,1.6 VTVT S,55000.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,15.29,1591,,Kolkata
Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai EON,2014,D Lite Plus,22500.0,2014,Third Party insurance,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Day Night Rear View Mirror,,21.1,814,,Kolkata
Petrol,Hatchback,70000,Manual,1,Maruti,Maruti Alto 800,2014,LXI,18000.0,2014,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Day Night Rear View Mirror,Passenger Side Rear View Mirror,,22.74,796,,Kolkata
Petrol,Hatchback,50000,Manual,1,Ford,Ford Figo,2010,Petrol Titanium,16500.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,15.6,1196,5.0,Kolkata
Petrol,MUV,24000,Manual,1,Honda,Honda Mobilio,2016,S i-VTEC,49900.0,2016,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Radio,17.3,1497,,Kolkata
Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i10,2010,Magna,17000.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Power Antenna,Centeral Locking,Day Night Rear View Mirror,,20.36,1197,5.0,Kolkata
Petrol,SUV,40000,Manual,1,Honda,Honda WR-V,2017,i-VTEC VX,57000.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.5,1199,5.0,Kolkata
Petrol,SUV,71521,Manual,1,Hyundai,Hyundai Creta,2016,1.6 VTVT S,62699.99999999999,2016,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,15.29,1591,,Kolkata
Petrol,Hatchback,42267,Manual,1,Tata,Tata Altroz,2020,XE BSVI,47100.0,2020,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,19.33,1199,,Kolkata
Petrol,Hatchback,80000,Manual,4,Maruti,Maruti Swift,2010,1.2 LXi BSIII,16500.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,16.1,1197,5.0,Kolkata
Petrol,Sedan,57986,Automatic,1,Maruti,Maruti Ciaz,2018,1.4 AT Alpha,72800.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,19.12,1373,5.0,Kolkata
Petrol,Hatchback,17252,Automatic,1,Tata,Tata Tiago NRG,2022,XZA AMT BSVI,65900.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,20.09,1199,,Kolkata
Petrol,Hatchback,70000,Manual,2,Maruti,Maruti Zen Estilo,2010,LXI,12000.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Fabric Upholstery,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,19.0,998,5.0,Kolkata
Diesel,SUV,20817,Manual,1,Mahindra,Mahindra XUV500,2017,W8 2WD,82000.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.0,2179,7.0,Kolkata
Petrol,SUV,10000,Automatic,1,Jeep,Jeep Compass,2022,Model S DCT BSVI,260000.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,14.1,1368,5.0,Kolkata
Petrol,Sedan,39579,Manual,1,Maruti,Maruti Swift Dzire,2010,VXI,22200.000000000004,2010,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,22.41,1197,,Kolkata
Petrol,Hatchback,21477,Manual,3,Hyundai,Hyundai EON,2014,Era Plus,20600.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Driver Air Bag,,21.1,814,,Kolkata
Diesel,Sedan,36899,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2017,200 CDI Sport,185000.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,17.9,2143,5.0,Kolkata
Diesel,MUV,55000,Manual,1,Maruti,Maruti Ertiga,2016,SHVS VDI,62500.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,24.52,1248,,Kolkata
Petrol,Hatchback,9000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,Turbo Sportz,65000.0,2021,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,20.7,998,5.0,Kolkata
Petrol,Hatchback,40000,Manual,1,Ford,Ford Figo,2010,Petrol EXI,17500.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,,15.6,1196,5.0,Kolkata
Petrol,Sedan,20000,Manual,1,Hyundai,Hyundai Verna,2019,VTVT 1.6 SX,89900.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.0,1591,5.0,Kolkata
Diesel,SUV,120000,Manual,2,Mahindra,Mahindra Scorpio,2016,1.99 S4 Plus,85000.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Integrated2Din Audio,15.4,1997,,Kolkata
Petrol,Hatchback,30000,Manual,2,Maruti,Maruti Alto K10,2017,LXI,28000.0,2017,Third Party insurance,Power Steering,Low Fuel Warning Light,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,,23.95,998,,Kolkata
Petrol,SUV,60000,Automatic,1,Tata,Tata Nexon,2021,XZA Plus DualTone Roof AMT S,90000.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,16.35,1199,5.0,Kolkata
Diesel,SUV,10000,Manual,1,Jeep,Jeep Compass,2021,Model S Diesel BSVI,255000.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.1,1956,5.0,Kolkata
Diesel,SUV,55330,Manual,1,Jeep,Jeep Compass,2017,2.0 Limited 4X4,117000.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,16.3,1956,5.0,Kolkata
Petrol,Sedan,32152,Manual,1,Maruti,Maruti Swift Dzire,2015,ZXI,38400.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,22.41,1197,5.0,Kolkata
Petrol,Hatchback,66906,Manual,2,Hyundai,Hyundai Grand i10,2014,Magna,29200.0,2014,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,,18.9,1197,,Kolkata
Diesel,SUV,56000,Manual,1,Hyundai,Hyundai Creta,2016,1.6 CRDi SX Option,70000.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,19.67,1582,5.0,Kolkata
Petrol,Hatchback,23055,Manual,1,Volkswagen,Volkswagen Polo,2020,1.0 TSI Highline Plus,64700.0,2020,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.24,999,5.0,Kolkata
Diesel,SUV,68132,Manual,1,Renault,Renault Captur,2018,1.5 Diesel RXT Mono,68600.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,20.37,1461,5.0,Kolkata
Diesel,Hatchback,60000,Manual,2,Tata,Tata Indica,2011,Aqua 1.3 Quadrajet BSIV,14000.0,2011,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Fog Lights Rear,Centeral Locking,Power Door Locks,,18.4,1248,5.0,Kolkata
Petrol,Sedan,76932,Manual,1,Maruti,Maruti Swift Dzire,2014,VXI,37500.0,2014,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,22.41,1197,,Kolkata
Petrol,SUV,60000,Automatic,1,MG,MG Hector,2020,Sharp DCT,140000.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,13.96,1451,5.0,Kolkata
Diesel,SUV,89912,Automatic,1,Maruti,Maruti Vitara Brezza,2019,ZDi AMT,70300.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,24.3,1248,5.0,Kolkata
Diesel,Sedan,102813,Manual,1,Honda,Honda City,2014,i DTEC SV,36400.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,26.0,1498,,Kolkata
Diesel,Sedan,55155,Manual,1,Honda,Honda City,2015,i DTEC V,45000.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,26.0,1498,5.0,Kolkata
Petrol,SUV,20000,Manual,1,Mahindra,Mahindra KUV 100,2016,mFALCON G80 K4 Plus,40000.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,18.15,1198,,Kolkata
Petrol,Hatchback,70000,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Magna BSIV,39200.0,2018,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Speakers Front,18.9,1197,,Kolkata
Diesel,SUV,123153,Automatic,2,Toyota,Toyota Fortuner,2018,2.8 4WD AT,270000.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Dvd Player,15.04,2755,7.0,Kolkata
Petrol,Hatchback,40000,Manual,2,Hyundai,Hyundai i10,2013,Asta,30000.0,2013,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,20.36,1197,5.0,Kolkata
Diesel,SUV,10830,Manual,1,Jeep,Jeep Compass,2021,Model S Diesel BSVI,247500.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.1,1956,5.0,Kolkata
Petrol,Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2018,VTVT 1.6 SX Option,86000.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.0,1591,5.0,Kolkata
Diesel,Sedan,64846,Automatic,2,Audi,Audi A4,2017,35 TDI Premium Plus,200000.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,18.25,1968,5.0,Kolkata
Diesel,Sedan,49100,Automatic,1,Audi,Audi A6,2018,35 TDI,285000.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,18.53,1968,5.0,Kolkata
Diesel,SUV,90089,Automatic,1,Mercedes-Benz,Mercedes-Benz GL-Class,2014,350 CDI Blue Efficiency,250000.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,11.3,2987,7.0,Kolkata
Petrol,Sedan,63950,Manual,1,Honda,Honda City,2014,i VTEC SV,37200.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17.4,1497,,Kolkata
Petrol,Sedan,22990,Automatic,2,Honda,Honda City,2018,i-VTEC CVT ZX,91500.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.0,1497,5.0,Kolkata
Diesel,Sedan,15077,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2016,E350 CDI Avantgrade,274900.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,13.0,2987,5.0,Kolkata
Petrol,Sedan,69273,Manual,1,Maruti,Maruti Swift Dzire,2014,VXI,32300.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,22.41,1197,,Kolkata
Petrol,SUV,75865,Manual,1,Ford,Ford Ecosport,2014,1.0 Ecoboost Titanium,42200.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.88,999,5.0,Kolkata
Petrol,MUV,4066,Manual,1,Kia,Kia Carens,2022,Prestige Plus BSVI,129900.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,1353.0,113.42,,Kolkata
Petrol,SUV,67092,Manual,1,Kia,Kia Seltos,2019,GTX,105200.0,2019,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.8,1353,5.0,Kolkata
Petrol,Hatchback,38000,Manual,1,Hyundai,Hyundai i20,2012,Sportz 1.2,22799.999999999996,2012,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.6,1197,,Kolkata
Diesel,Sedan,78121,Manual,1,Hyundai,Hyundai Verna,2012,1.6 CRDi EX MT,31200.0,2013,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,22.32,1582,5.0,Kolkata
Diesel,Sedan,99103,Manual,1,Honda,Honda Amaze,2014,S i-Dtech,27599.999999999996,2014,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,25.8,1498,,Kolkata
Petrol,Hatchback,40000,Manual,1,Tata,Tata Tiago,2016,1.2 Revotron XT,30000.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,23.84,1199,,Kolkata
Diesel,SUV,9000,Manual,1,Hyundai,Hyundai Creta,2022,SX Opt Diesel BSVI,159900.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,1493.0,113.45,,Kolkata
Diesel,SUV,10100,Automatic,1,BMW,BMW X1,2020,M Sport sDrive 20d,349900.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,17.05,1995,5.0,Kolkata
Petrol,Hatchback,27119,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz BSIV,42500.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.9,1197,,Kolkata
Petrol,SUV,10000,Automatic,1,Hyundai,Hyundai Venue,2022,SX Plus Turbo DCT,100000.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.15,998,5.0,Kolkata
Diesel,MUV,57000,Manual,1,Honda,Honda Mobilio,2014,S i-DTEC,39900.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,24.2,1498,,Kolkata
Petrol,Hatchback,38000,Manual,1,Hyundai,Hyundai Grand i10,2017,Sportz,39500.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,18.9,1197,,Kolkata
Diesel,SUV,50000,Automatic,1,Mahindra,Mahindra XUV500,2019,W11 Option AT AWD,135000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,15.1,2179,7.0,Kolkata
Petrol,Hatchback,70000,Manual,1,Ford,Ford Figo,2010,Petrol ZXI,16800.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player,15.6,1196,5.0,Kolkata
Petrol,SUV,40000,Automatic,2,Kia,Kia Seltos,2020,GTX Plus DCT,160000.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.5,1353,5.0,Kolkata
Diesel,SUV,10891,Manual,1,Mahindra,Mahindra Bolero Neo,2022,N8 BSVI,97800.0,2022,Zero Dep,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17.29,1493,,Kolkata
Petrol,Hatchback,29558,Manual,1,Tata,Tata Tiago,2021,XE BSVI,41500.0,2021,Third Party,Power Steering,Low Fuel Warning Light,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Driver Air Bag,,19.01,1199,,Kolkata
Diesel,SUV,18000,Automatic,1,Jeep,Jeep Compass,2020,2.0 Longitude AT,170000.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.1,1956,5.0,Kolkata
Petrol,Hatchback,29412,Manual,1,Maruti,Maruti Baleno,2018,1.2 Zeta,48900.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,5.0,Kolkata
Diesel,Hatchback,59037,Manual,1,Hyundai,Hyundai Grand i10,2015,CRDi Era,28700.0,2015,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Day Night Rear View Mirror,,24.0,1120,,Kolkata
Diesel,Sedan,10000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2022,C 220d BSVI,530000.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,23.0,1993,5.0,Kolkata
