ft,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Mileage kmpl,Engine CC,seater,City
Diesel,30000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLC,2017,220d 4MATIC Sport,375000.0,17.9,2143.0,5.0,Chennai
Petrol,60000,Manual,1,Maruti,Maruti Zen,2002,LX,12000.0,17.3,993.0,5.0,Chennai
Diesel,82784,Manual,1,Hyundai,Hyundai i20,2014,Magna 1.4 CRDi,49200.0,22.54,1396.0,3.0,Chennai
Petrol,63274,Manual,1,Maruti,Maruti Swift Dzire,2021,ZXI BSVI,73100.0,22.41,1197.0,5.0,Chennai
Petrol,87521,Automatic,1,Maruti,Maruti Alto K10,2015,VXI AMT,34500.0,23.95,998.0,3.0,Chennai
Petrol,77388,Manual,2,Hyundai,Hyundai i20 Active,2017,1.2 S,52300.00000000001,17.19,1197.0,5.0,Chennai
Petrol,114772,Manual,1,Maruti,Maruti Wagon R,2014,VXI BS IV,30200.0,20.51,998.0,3.0,Chennai
Diesel,40000,Manual,1,Toyota,Toyota Innova Crysta,2019,2.4 ZX MT BSIV,230000.0,13.68,2393.0,7.0,Chennai
Petrol,62493,Manual,2,Datsun,Datsun GO Plus,2019,T Petrol,50000.0,19.83,1198.0,3.0,Chennai
Petrol,20000,Manual,1,Honda,Honda City,2021,VX MT,135000.0,18.6,1498.0,5.0,Chennai
Petrol,59985,Manual,1,Hyundai,Hyundai Santro,2019,Magna BSIV,47200.0,20.3,1086.0,3.0,Chennai
Petrol,104073,Manual,2,Maruti,Maruti Ciaz,2017,1.4 Alpha,56400.0,20.73,1373.0,5.0,Chennai
Diesel,100000,Manual,2,Hyundai,Hyundai Xcent,2017,1.2 CRDi E Plus,41000.0,25.4,1186.0,3.0,Chennai
Diesel,120000,Manual,1,Tata,Tata Tiago,2017,1.05 Revotorq XZ WO Alloy,47000.0,27.28,1047.0,3.0,Chennai
Petrol,53819,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,63000.0,21.4,1197.0,5.0,Chennai
Diesel,98914,Manual,1,Ford,Ford Figo,2016,1.5D Trend MT,37500.0,25.83,1498.0,3.0,Chennai
Diesel,110000,Manual,1,Volkswagen,Volkswagen Ameo,2017,1.5 TDI Highline,52000.0,21.66,1498.0,5.0,Chennai
Diesel,110000,Manual,3,Mahindra,Mahindra XUV500,2015,W10 AWD,100000.0,16.0,2179.0,7.0,Chennai
Petrol,4135,Manual,1,Honda,Honda City,2022,ZX MT,159700.0,17.4,1497.0,5.0,Chennai
Petrol,35000,Automatic,1,Hyundai,Hyundai i20,2019,Sportz Plus CVT,80000.0,17.4,1197.0,5.0,Chennai
Petrol,35983,Manual,1,Honda,Honda Jazz,2017,1.2 SV i VTEC,57500.0,18.7,1199.0,3.0,Chennai
Diesel,45000,Manual,1,Jeep,Jeep Compass,2020,2.0 Limited Plus 4X4,205000.0,16.3,1956.0,5.0,Chennai
Diesel,91109,Manual,1,Tata,Tata Harrier,2019,XZ BSIV,142200.0,17.0,1956.0,5.0,Chennai
Petrol,23325,Manual,1,Hyundai,Hyundai Xcent,2018,1.2 VTVT S,56200.0,20.14,1197.0,3.0,Chennai
Petrol,51690,Automatic,1,Honda,Honda Jazz,2018,V CVT,69000.0,18.2,1199.0,5.0,Chennai
Petrol,69786,Manual,2,Hyundai,Hyundai i20 Active,2017,1.2 SX,57300.00000000001,17.19,1197.0,5.0,Chennai
Petrol,53612,Automatic,2,Tata,Tata Tigor,2018,XZA,55800.0,20.3,1199.0,5.0,Chennai
Petrol,41502,Manual,1,Maruti,Maruti Swift,2018,VXI,58000.0,21.21,1197.0,3.0,Chennai
Petrol,43841,Manual,2,Honda,Honda WR-V,2017,i-VTEC VX,68400.0,17.5,1199.0,5.0,Chennai
Petrol,110000,Manual,2,Hyundai,Hyundai i20,2010,1.2 Asta,29000.0,17.0,1197.0,5.0,Chennai
Petrol,77380,Automatic,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium Plus AT BSIV,76200.0,14.8,1497.0,5.0,Chennai
Petrol,69269,Manual,1,Maruti,Maruti Baleno RS,2018,1.0 Petrol,66300.0,21.1,998.0,3.0,Chennai
Diesel,53060,Manual,1,Maruti,Maruti SX4 S Cross,2018,DDiS 200 Sigma,87000.0,23.65,1248.0,3.0,Chennai
Petrol,70000,Manual,2,Mitsubishi,Mitsubishi Cedia,2011,Sports,32000.0,13.17,1999.0,5.0,Chennai
Petrol,58071,Manual,1,Honda,Honda City,2017,1.5 V MT Exclusive,75000.0,17.0,1497.0,5.0,Chennai
Petrol,500,Automatic,1,BMW,BMW 2 Series,2023,220i M Sport Pro BSVI,475000.0,14.82,1998.0,5.0,Chennai
Diesel,40000,Manual,1,Ford,Ford Ecosport,2021,1.5 Diesel Titanium,95000.0,21.7,1498.0,5.0,Chennai
Petrol,20000,Automatic,2,Maruti,Maruti Ertiga,2020,VXI AT,102500.0,17.99,1462.0,3.0,Chennai
Petrol,68283,Manual,2,Maruti,Maruti Swift Dzire,2008,ZXi,24500.0,17.5,1298.0,5.0,Chennai
Petrol,73045,Manual,0,Honda,Honda Amaze,2014,S i-Vtech,39500.0,18.0,1198.0,3.0,Chennai
Diesel,49000,Manual,1,Hyundai,Hyundai Creta,2018,1.4 E Plus,108000.0,22.1,1396.0,3.0,Chennai
Diesel,150000,Manual,1,Chevrolet,Chevrolet Tavera,2009,LS B3 - 10 seats BSIII,20000.0,12.2,2499.0,10.0,Chennai
Petrol,47547,Manual,2,Hyundai,Hyundai i20,2016,Asta Option 1.2,60800.0,18.6,1197.0,5.0,Chennai
Diesel,100844,Manual,2,Hyundai,Hyundai i20 Active,2017,1.4 SX,69800.0,21.19,1396.0,5.0,Chennai
Diesel,158945,Manual,1,Honda,Honda Amaze,2013,VX Diesel,33500.0,24.7,1498.0,5.0,Chennai
Diesel,111275,Manual,1,Hyundai,Hyundai i20,2014,Asta 1.4 CRDi,50199.99999999999,22.54,1396.0,5.0,Chennai
Petrol,71770,Automatic,2,Hyundai,Hyundai Creta,2018,1.6 SX Automatic,102700.0,14.8,1591.0,5.0,Chennai
Petrol,40000,Manual,1,Hyundai,Hyundai Verna,2019,VTVT 1.6 SX,90000.0,17.0,1591.0,5.0,Chennai
Petrol,55435,Manual,1,Honda,Honda WR-V,2017,i-VTEC VX,76900.0,17.5,1199.0,5.0,Chennai
Petrol,51396,Automatic,1,Maruti,Maruti Swift Dzire,2016,VXi AT,59500.0,18.5,1197.0,3.0,Chennai
Petrol,79063,Manual,2,Maruti,Maruti Wagon R Stingray,2015,VXI,37500.0,20.51,998.0,5.0,Chennai
Petrol,89570,Manual,1,Maruti,Maruti Ciaz,2015,ZXi Plus,58500.0,20.73,1373.0,5.0,Chennai
Petrol,50000,Manual,2,Hyundai,Hyundai Verna,2012,1.6 SX VTVT,45000.0,17.01,1591.0,5.0,Chennai
Diesel,30000,Manual,1,Tata,Tata New Safari,2022,XT Plus BSVI,215000.0,16.14,1956.0,7.0,Chennai
Diesel,100000,Automatic,2,BMW,BMW 3 Series,2012,320d Sport Line,99500.0,18.88,1995.0,5.0,Chennai
Petrol,18477,Manual,1,Honda,Honda City,2021,1.5 V MT Exclusive,110000.0,17.0,1497.0,5.0,Chennai
Petrol,120000,Manual,3,Volkswagen,Volkswagen Polo,2014,1.2 MPI Highline,35000.0,16.47,1198.0,5.0,Chennai
Petrol,77204,Automatic,1,Maruti,Maruti Ciaz,2018,Alpha Automatic BSIV,73000.0,20.28,1462.0,5.0,Chennai
Diesel,70000,Automatic,2,BMW,BMW 5 Series,2012,525d,100000.0,16.73,1995.0,5.0,Chennai
Diesel,78000,Manual,1,Toyota,Toyota Fortuner,2013,4x2 Manual,179100.0,13.0,2982.0,7.0,Chennai
Diesel,55000,Automatic,2,BMW,BMW 3 Series,2012,320d,135000.0,22.69,1995.0,5.0,Chennai
Petrol,30272,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Era,51000.0,17.0,1197.0,3.0,Chennai
Petrol,64285,Manual,1,Ford,Ford Ecosport,2018,1.0 Ecoboost Titanium Plus BSIV,86000.0,18.88,999.0,5.0,Chennai
Diesel,76697,Manual,3,Hyundai,Hyundai i20,2014,Sportz 1.4 CRDi,48500.0,22.54,1396.0,3.0,Chennai
Diesel,100000,Automatic,1,Mini,Mini 5 DOOR,2015,Cooper D,170000.0,20.7,1496.0,5.0,Chennai
Petrol,95291,Automatic,1,Maruti,Maruti Swift Dzire,2017,AMT ZXI Plus,63600.0,21.21,1197.0,5.0,Chennai
Petrol,84005,Manual,1,Volkswagen,Volkswagen Ameo,2017,1.2 MPI Highline,57100.0,17.0,1198.0,5.0,Chennai
Petrol,8000,Automatic,1,Renault,Renault Kiger,2021,RXT AMT,82500.0,19.03,999.0,3.0,Chennai
Petrol,49254,Manual,1,Datsun,Datsun RediGO,2021,1.0 T Option,39300.0,21.7,999.0,3.0,Chennai
Diesel,20000,Manual,1,Kia,Kia Sonet,2021,HTX Diesel iMT BSVI,110000.0,18.4,1493.0,5.0,Chennai
Petrol,97522,Manual,2,Hyundai,Hyundai Grand i10,2016,Sportz,42000.0,18.9,1197.0,3.0,Chennai
Petrol,34097,Manual,1,Ford,Ford Ecosport,2017,1.0 Ecoboost Titanium Plus BSIV,70400.0,18.88,999.0,5.0,Chennai
Petrol,10000,Automatic,1,Nissan,Nissan Magnite,2022,Turbo CVT XV BSVI,95000.0,17.4,999.0,5.0,Chennai
Diesel,3000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2022,300d BSVI,900000.0,1950.0,241.38,3.0,Chennai
Petrol,19252,Manual,0,Hyundai,Hyundai i20,2021,Sportz Turbo iMT,77000.0,20.0,998.0,3.0,Chennai
Diesel,30000,Automatic,1,Kia,Kia Sonet,2020,GTX Plus Diesel AT BSVI,120000.0,1493.0,113.43,3.0,Chennai
Petrol,80000,Manual,3,Fiat,Fiat Grande Punto,2010,1.4 Emotion,12000.0,14.6,1368.0,5.0,Chennai
Petrol,25581,Manual,1,Maruti,Maruti Swift Dzire,2021,VXI,75000.0,20.85,1197.0,3.0,Chennai
Petrol,34000,Automatic,1,Skoda,Skoda Kodiaq,2022,Sportline BSVI,375000.0,12.78,1984.0,7.0,Chennai
Diesel,45000,Automatic,1,BMW,BMW X1,2018,sDrive20d Expedition,265500.0,20.68,1995.0,5.0,Chennai
Petrol,20000,Automatic,2,Renault,Renault KWID,2019,1.0 AMT RXT,41000.0,24.04,999.0,3.0,Chennai
Petrol,20000,Manual,1,Nissan,Nissan Magnite,2021,Turbo XV Premium Opt BSVI,105000.0,20.0,999.0,5.0,Chennai
Diesel,123394,Manual,1,Maruti,Maruti Baleno,2016,1.3 Alpha,62200.0,27.39,1248.0,5.0,Chennai
Diesel,106275,Manual,2,Volkswagen,Volkswagen Polo,2018,1.5 TDI Highline Plus,73000.0,20.14,1498.0,5.0,Chennai
Petrol,58416,Manual,1,Honda,Honda City,2019,ZX MT,95000.0,17.4,1497.0,5.0,Chennai
Petrol,18704,Manual,2,Maruti,Maruti Alto K10,2017,VXI,35700.0,23.95,998.0,3.0,Chennai
Petrol,27166,Manual,1,Honda,Honda City,2015,i VTEC V,62100.0,17.4,1497.0,5.0,Chennai
Petrol,30000,Automatic,2,Honda,Honda City,2020,VX CVT,112500.0,18.3,1498.0,5.0,Chennai
Diesel,76384,Automatic,1,Kia,Kia Seltos,2021,GTX Plus Diesel AT,163900.0,18.0,1493.0,5.0,Chennai
Diesel,45000,Automatic,1,Hyundai,Hyundai Creta,2017,1.6 CRDi AT SX Plus,121500.0,17.01,1582.0,5.0,Chennai
Petrol,17160,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,63500.0,18.6,1197.0,5.0,Chennai
Petrol,15817,Manual,1,Volkswagen,Volkswagen Taigun,2022,1.0 TSI Topline BSVI,146600.0,20.08,999.0,5.0,Chennai
Petrol,10000,Manual,2,Renault,Renault KWID,2021,Climber 1.0 MT Opt,50000.0,21.74,999.0,3.0,Chennai
Petrol,31268,Manual,0,Renault,Renault KWID,2020,1.0 RXT Opt,42500.0,21.74,999.0,3.0,Chennai
Petrol,7267,Manual,1,Maruti,Maruti Celerio,2019,ZXI,50000.0,23.1,998.0,3.0,Chennai
Petrol,30000,Manual,2,Honda,Honda Jazz,2017,1.2 VX i VTEC,55000.0,18.7,1199.0,5.0,Chennai
Petrol,60000,Manual,2,Tata,Tata Nano,2012,Lx BSIII,87000.0,25.4,624.0,4.0,Chennai
Diesel,100000,Manual,3,Mahindra,Mahindra Scorpio,2013,VLX 2WD BSIV,49000.0,12.05,2179.0,8.0,Chennai
Petrol,222996,Manual,1,Honda,Honda Amaze,2014,VX Petrol,30000.0,18.6,1199.0,5.0,Chennai
Petrol,30742,Manual,1,Honda,Honda WR-V,2018,i-VTEC VX,77000.0,17.5,1199.0,5.0,Chennai
Diesel,110000,Manual,1,Maruti,Maruti Swift,2014,VDI Optional,39000.0,25.2,1248.0,3.0,Chennai
Diesel,132787,Manual,2,Ford,Ford Figo,2010,Diesel ZXI,21000.0,20.0,1399.0,5.0,Chennai
Diesel,29351,Automatic,1,Tata,Tata Nexon,2021,XZA Plus Dark Edition Diesel,110500.0,22.07,1497.0,5.0,Chennai
Petrol,10048,Manual,1,Tata,Tata Nexon,2018,1.2 Revotron XM,72500.0,17.0,1198.0,3.0,Chennai
Petrol,50000,Manual,2,Maruti,Maruti Ciaz,2016,VXi Plus,58000.0,20.73,1373.0,3.0,Chennai
Petrol,14696,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,65900.0,21.4,1197.0,5.0,Chennai
Petrol,27153,Manual,1,Renault,Renault KWID,2016,RXT,35600.0,25.17,799.0,3.0,Chennai
Petrol,50000,Manual,1,Hyundai,Hyundai Grand i10,2016,Sportz,48000.0,18.9,1197.0,3.0,Chennai
Petrol,43879,Manual,1,Renault,Renault Triber,2021,RXZ,68900.0,20.0,999.0,3.0,Chennai
Petrol,40480,Manual,1,Volkswagen,Volkswagen Polo,2017,1.2 MPI Highline,62500.0,16.2,1199.0,5.0,Chennai
Petrol,32112,Manual,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium BSIV,80300.0,17.0,1497.0,5.0,Chennai
Petrol,31239,Manual,2,Maruti,Maruti Celerio,2017,ZXI,51600.0,25.24,998.0,3.0,Chennai
Diesel,20000,Manual,1,Maruti,Maruti Ciaz,2018,1.3 Delta,95000.0,28.09,1248.0,3.0,Chennai
Diesel,80000,Manual,2,Mahindra,Mahindra XUV500,2014,W6 2WD,82500.0,15.1,2179.0,3.0,Chennai
Diesel,91112,Manual,1,Mahindra,Mahindra KUV 100 NXT,2017,D75 K6 Plus,37500.0,25.32,1198.0,6.0,Chennai
Petrol,68767,Manual,0,Maruti,Maruti Alto,2009,LXi,18000.0,19.7,796.0,5.0,Chennai
Petrol,30000,Automatic,1,Kia,Kia Carens,2022,Luxury Plus Turbo DCT 6 STR 2022-2023,190000.0,16.5,1353.0,6.0,Chennai
Petrol,10000,Manual,1,Kia,Kia Sonet,2022,HTK Plus BSVI,90000.0,18.4,1197.0,3.0,Chennai
Petrol,42600,Manual,1,Maruti,Maruti Alto 800,2013,LXI,20500.0,22.74,796.0,3.0,Chennai
Petrol,13270,Manual,0,Maruti,Maruti Baleno,2021,Delta,71000.0,21.01,1197.0,3.0,Chennai
Petrol,40000,Manual,1,Maruti,Maruti Swift Dzire,2019,VXI 1.2,63000.0,21.21,1197.0,3.0,Chennai
Petrol,120000,Manual,3,Ford,Ford Fiesta,2009,1.6 SXI ABS Duratec,15500.0,15.3,1596.0,3.0,Chennai
Petrol,22286,Manual,2,Honda,Honda City,2017,i VTEC V,79900.0,17.8,1497.0,5.0,Chennai
Petrol,12132,Manual,1,Maruti,Maruti Wagon R,2022,ZXI 1.2,63000.0,20.52,1197.0,3.0,Chennai
Petrol,79048,Manual,1,Tata,Tata Tiago,2018,XT BSVI,41500.0,19.01,1199.0,3.0,Chennai
Petrol,48360,Manual,3,Tata,Tata Tiago,2016,1.2 Revotron XZ,41700.0,23.84,1199.0,5.0,Chennai
Petrol,54538,Manual,2,Renault,Renault KWID,2016,RXT,33400.0,25.17,799.0,3.0,Chennai
Petrol,32157,Manual,1,Maruti,Maruti Swift Dzire,2017,VXI,59000.0,20.85,1197.0,3.0,Chennai
Petrol,34182,Manual,1,Kia,Kia Seltos,2019,HTK Plus G,102900.0,16.8,1497.0,5.0,Chennai
Diesel,176801,Manual,1,Maruti,Maruti Swift,2009,VDI,25000.0,28.4,1248.0,3.0,Chennai
Petrol,81508,Manual,1,Nissan,Nissan Magnite,2021,XV BSVI,71100.0,18.75,999.0,5.0,Chennai
Petrol,42036,Automatic,2,Tata,Tata Nexon,2020,XZA Plus (O) AMT,95000.0,16.35,1199.0,5.0,Chennai
Diesel,22500,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2015,200 CDI 4MATIC,214000.0,13.0,2143.0,5.0,Chennai
Petrol,80000,Manual,3,Chevrolet,Chevrolet Aveo,2008,1.4 LS,14000.0,14.49,1399.0,5.0,Chennai
Petrol,29640,Manual,1,Honda,Honda WR-V,2017,i-VTEC VX,76000.0,17.5,1199.0,5.0,Chennai
Diesel,52000,Automatic,1,Land Rover,Land Rover Range Rover Velar,2018,D180 SE,700000.0,22.3,1999.0,5.0,Chennai
Diesel,100000,Manual,3,Hyundai,Hyundai i20,2012,Magna 1.4 CRDi (Diesel),30000.0,21.9,1396.0,5.0,Chennai
Diesel,32000,Manual,1,Ford,Ford Ecosport,2020,Sports Diesel,108000.0,21.7,1498.0,5.0,Chennai
Petrol,23678,Manual,2,Maruti,Maruti Ciaz,2016,ZXi,65000.0,20.73,1373.0,5.0,Chennai
Petrol,38502,Manual,1,Maruti,Maruti Baleno,2018,Zeta,68000.0,21.01,1197.0,5.0,Chennai
Diesel,100000,Automatic,1,Skoda,Skoda Kodiaq,2018,2.0 TDI Style,220000.0,16.25,1968.0,7.0,Chennai
Petrol,30000,Manual,2,Ford,Ford Figo,2020,Titanium,51500.0,18.5,1194.0,5.0,Chennai
Petrol,40091,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Magna BSIV,52000.0,18.9,1197.0,3.0,Chennai
Petrol,48113,Manual,1,Renault,Renault KWID,2016,RXT,34400.0,25.17,799.0,3.0,Chennai
Diesel,50000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,C 220d Avantgarde Edition C,310000.0,19.27,2143.0,5.0,Chennai
Petrol,50486,Manual,1,Hyundai,Hyundai Venue,2021,SX Turbo,92300.0,18.27,998.0,3.0,Chennai
Petrol,26465,Automatic,1,Honda,Honda Jazz,2017,1.2 V AT i VTEC,66200.0,19.0,1199.0,5.0,Chennai
Petrol,50000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2008,C 200 Kompressor Elegance AT,75000.0,11.74,1796.0,5.0,Chennai
Petrol,33246,Automatic,1,Maruti,Maruti Swift Dzire,2017,AMT VXI,63700.0,21.21,1197.0,3.0,Chennai
Diesel,30000,Manual,1,Ford,Ford Ecosport,2019,1.5 Diesel Titanium BSIV,80000.0,23.0,1498.0,5.0,Chennai
Petrol,31754,Manual,1,Renault,Renault KWID,2021,Climber 1.0 MT Opt,45400.0,21.74,999.0,3.0,Chennai
Diesel,91992,Manual,2,Jeep,Jeep Compass,2018,2.0 Limited,118400.0,17.1,1956.0,5.0,Chennai
Diesel,70000,Manual,1,Maruti,Maruti Vitara Brezza,2019,VDi,76000.0,24.3,1248.0,3.0,Chennai
Diesel,60000,Manual,1,Toyota,Toyota Innova,2013,2.5 VX (Diesel) 8 Seater BS IV,110000.0,12.99,2494.0,8.0,Chennai
Petrol,30000,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,54500.0,18.9,1197.0,3.0,Chennai
Petrol,50000,Automatic,2,Skoda,Skoda Rapid,2013,Ultima 1.6 MPI AT Elegance,40000.0,14.3,1598.0,5.0,Chennai
Petrol,53250,Manual,1,Maruti,Maruti Wagon R,2010,LXI,25500.0,21.79,998.0,3.0,Chennai
Diesel,51555,Manual,1,Skoda,Skoda Fabia,2010,1.4 TDI Classic,25000.0,19.4,1422.0,5.0,Chennai
Petrol,10000,Manual,1,Maruti,Maruti Swift,2022,VXI BSVI,75000.0,22.38,1197.0,3.0,Chennai
Diesel,40000,Manual,1,Hyundai,Hyundai i20,2019,Sportz Plus Diesel,70000.0,22.54,1396.0,5.0,Chennai
Petrol,110000,Manual,1,Honda,Honda City,2011,S,36500.0,16.8,1497.0,5.0,Chennai
Petrol,60000,Manual,1,Honda,Honda City,2017,i-VTEC V,75000.0,17.4,1497.0,5.0,Chennai
Petrol,85486,Manual,3,Hyundai,Hyundai EON,2014,Era Plus,25400.0,21.1,814.0,3.0,Chennai
Petrol,5022,Automatic,1,Tata,Tata Altroz,2022,XZA DCT BSVI,92500.0,18.5,1199.0,5.0,Chennai
Petrol,39386,Automatic,1,Maruti,Maruti Baleno,2019,Alpha CVT,75000.0,19.56,1197.0,5.0,Chennai
Petrol,72679,Manual,2,Renault,Renault KWID,2016,RXT,32599.999999999996,25.17,799.0,3.0,Chennai
Petrol,83738,Manual,2,Hyundai,Hyundai Grand i10,2015,Asta,43200.0,18.9,1197.0,5.0,Chennai
Petrol,10551,Manual,1,Volkswagen,Volkswagen Polo,2021,1.2 MPI Highline,95000.0,16.2,1199.0,5.0,Chennai
Petrol,31795,Automatic,3,Maruti,Maruti Celerio,2019,VXI Optional AMT BSIV,47900.0,23.1,998.0,3.0,Chennai
Petrol,76656,Manual,2,Maruti,Maruti Ritz,2009,VXI,23000.0,21.1,1197.0,5.0,Chennai
Petrol,52524,Manual,1,Datsun,Datsun RediGO,2017,T Option,30099.999999999996,22.7,799.0,3.0,Chennai
Diesel,96165,Manual,1,Maruti,Maruti Swift,2013,VDI,44300.0,22.9,1248.0,5.0,Chennai
Diesel,92860,Manual,1,Hyundai,Hyundai i20,2014,Sportz 1.4 CRDi,44000.0,22.54,1396.0,3.0,Chennai
Petrol,46976,Manual,1,Maruti,Maruti Ertiga,2013,VXI,66000.0,19.01,1462.0,3.0,Chennai
Petrol,36383,Manual,1,Maruti,Maruti Alto,2007,LXi,16500.0,19.7,796.0,5.0,Chennai
Petrol,2000,Automatic,1,Mahindra,Mahindra XUV300,2022,W6 AMT Sunroof BSVI,109000.0,17.0,1197.0,3.0,Chennai
Petrol,26000,Automatic,1,Kia,Kia Sonet,2021,GTX Plus Turbo DCT BSVI,122500.0,18.3,998.0,5.0,Chennai
Petrol,42891,Automatic,1,Maruti,Maruti Swift,2018,AMT VXI,62000.0,21.21,1197.0,3.0,Chennai
Petrol,34640,Manual,1,Maruti,Maruti Wagon R,2015,VXI,39500.0,18.9,998.0,5.0,Chennai
Petrol,40000,Manual,1,Maruti,Maruti Baleno,2017,1.2 Zeta,58000.0,21.4,1197.0,5.0,Chennai
Diesel,129306,Manual,0,Maruti,Maruti Swift Dzire,2009,Vdi BSIV,31000.0,19.3,1248.0,5.0,Chennai
Petrol,42662,Manual,1,Volkswagen,Volkswagen Taigun,2021,1.0 TSI Topline BSVI,145000.0,20.08,999.0,5.0,Chennai
Petrol,64011,Automatic,1,Hyundai,Hyundai Xcent,2016,1.2 Kappa S AT,52500.0,19.1,1197.0,3.0,Chennai
Petrol,85750,Manual,3,Maruti,Maruti Swift,2013,VXI,41000.0,22.38,1197.0,3.0,Chennai
Petrol,24774,Manual,1,Honda,Honda Jazz,2021,ZX,86500.0,17.1,1199.0,5.0,Chennai
Petrol,74348,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,58099.99999999999,18.9,1197.0,3.0,Chennai
Petrol,40711,Manual,1,Tata,Tata Tigor,2017,1.2 Revotron XZ,51800.0,20.3,1199.0,5.0,Chennai
Petrol,39386,Automatic,1,Maruti,Maruti Baleno,2019,Alpha CVT,79000.0,19.56,1197.0,5.0,Chennai
Petrol,93806,Manual,2,Maruti,Maruti Baleno,2016,1.2 Delta,54700.0,21.4,1197.0,3.0,Chennai
Diesel,80000,Manual,1,Ford,Ford Figo,2014,Diesel Titanium,30000.0,20.0,1399.0,5.0,Chennai
Petrol,86304,Manual,1,Tata,Tata Tiago,2016,1.2 Revotron XZ,40700.0,23.84,1199.0,5.0,Chennai
Petrol,46566,Manual,2,Honda,Honda WR-V,2019,i-VTEC VX,69200.0,17.5,1199.0,5.0,Chennai
Petrol,74367,Manual,1,Maruti,Maruti Swift,2015,LXI,45500.0,21.21,1197.0,3.0,Chennai
Petrol,48098,Manual,1,Maruti,Maruti Alto 800,2016,LXI,29500.0,22.74,796.0,3.0,Chennai
Petrol,36408,Automatic,2,Honda,Honda City,2014,i VTEC CVT VX,68000.0,18.0,1497.0,5.0,Chennai
Diesel,60000,Manual,1,Maruti,Maruti Ertiga,2017,SHVS ZDI,98500.0,24.52,1248.0,7.0,Chennai
Petrol,61696,Manual,2,Hyundai,Hyundai i10,2014,Magna,34000.0,20.36,1197.0,5.0,Chennai
Diesel,110000,Manual,1,Tata,Tata Indica,2007,DLS,10000.0,17.2,1396.0,3.0,Chennai
Petrol,85223,Manual,1,Maruti,Maruti Celerio,2015,VXI,36500.0,23.1,998.0,3.0,Chennai
Diesel,120000,Manual,1,Toyota,Toyota Innova,2012,2.5 VX (Diesel) 8 Seater BS IV,105000.0,12.99,2494.0,8.0,Chennai
Diesel,110000,Manual,2,Tata,Tata Indigo,2013,VX BSIV,18300.0,25.0,1396.0,5.0,Chennai
Petrol,33961,Manual,1,Volkswagen,Volkswagen Polo,2016,1.2 MPI Highline,66000.0,16.2,1199.0,5.0,Chennai
Petrol,76597,Manual,2,Honda,Honda Amaze,2014,VX i-Vtech,40300.0,18.0,1198.0,5.0,Chennai
Petrol,36573,Manual,3,Maruti,Maruti Baleno,2017,1.2 Alpha,56300.0,21.4,1197.0,5.0,Chennai
Petrol,10000,Automatic,1,Toyota,Toyota Hyryder,2023,V AT BSVI,200000.0,20.58,1462.0,5.0,Chennai
Petrol,45636,Automatic,1,Maruti,Maruti Wagon R,2016,AMT VXI Option,43600.0,20.51,998.0,3.0,Chennai
Petrol,58698,Automatic,1,Maruti,Maruti Ciaz,2017,AT ZXi,68100.0,19.12,1373.0,5.0,Chennai
Petrol,10000,Manual,1,Maruti,Maruti Wagon R,2023,VXI BSVI,59000.0,24.35,998.0,3.0,Chennai
Diesel,77603,Manual,1,Maruti,Maruti Baleno,2016,1.3 Alpha,63200.0,27.39,1248.0,5.0,Chennai
Diesel,60000,Automatic,1,Maruti,Maruti Vitara Brezza,2019,ZDi Plus AMT Dual Tone,89000.0,24.3,1248.0,5.0,Chennai
Diesel,65675,Automatic,2,Honda,Honda Amaze,2018,V CVT Diesel BSIV,72600.0,23.8,1498.0,3.0,Chennai
Diesel,120797,Manual,1,Maruti,Maruti Swift Dzire,2015,VDI,55100.0,26.59,1248.0,3.0,Chennai
Petrol,10000,Automatic,1,Hyundai,Hyundai i20,2019,Asta Option CVT BSIV,85000.0,17.4,1197.0,5.0,Chennai
Petrol,18228,Manual,2,Maruti,Maruti Alto K10,2018,VXI,38200.0,23.95,998.0,3.0,Chennai
Diesel,33654,Manual,1,Maruti,Maruti Swift Dzire,2017,LDi,76500.0,19.3,1248.0,5.0,Chennai
Petrol,61633,Manual,2,Maruti,Maruti Zen Estilo,2010,VXI BSIV,19500.0,19.0,998.0,5.0,Chennai
Petrol,45333,Manual,1,Renault,Renault KWID,2018,1.0 RXT Optional,39000.0,23.01,999.0,3.0,Chennai
Diesel,63670,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 CRDi Magna,48000.0,24.0,1186.0,3.0,Chennai
